Full Name	Stage Name	Korean Name	Korean Stage Name	Birthday	Group	Country	Gender
Seunghwan	Lee Seunghwan	이승환	승환	2000-05-20	1the9	South Korea	M
Seunghwan	Park Seunghwan	박승환	승환	2002-04-06	AIMERS	South Korea	M
Seunghwan	Jeong Seunghwan	정승환	승환	2004-01-27	ATBO	South Korea	M
Seunghyub	Lee Seunghyub	이승협	승협	1992-10-31	N.Flying	South Korea	M
Seunghyun	Song Seungyun	송승현	승현	1992-08-21	FTISLAND	South Korea	M
Seunghyun	Lee Seunghyun	이승현	승현	2001-12-31	TheEastLight	South Korea	M
Seunghyun	Lee Seunghyun	이승현	승현	1998-07-17	AIMERS	South Korea	M
Seungjun	Ji Seungjun	지승준	승준	1998-09-15	Astin	South Korea	M
Seungkwan	Boo Seungkwan	부승관	승관	1998-01-16	Seventeen	South Korea	M
Seungmin	Bae Seungmin	배승민	승민	1998-10-13	Golden Child	South Korea	M
Seungmin	Kim Seungmin	김승민	승민	2000-09-22	Stray Kids	South Korea	M
Seungmin	Lee Seungmin	이승민	승민	1996-02-03	Hashtag	South Korea	F
Seungri	Lee Seunghyun	이승현	승리	1990-12-12		South Korea	M
Seungsik	Kang Seungsik	강승식	승식	1995-04-16	VICTON	South Korea	M
Seungwoo	Han Seungwoo	한승우	승우	1994-12-24	VICTON	South Korea	M
Seungyeon	Jang Seunyeon	장승연	승연	1996-11-06	CLC	South Korea	F
Seungyeon	Han Seungyeon	한승연	승연	1988-07-24	KARA	South Korea	F
Seungyeop	Choi Seungyeop	최승엽	승엽	1997-05-08	E'LAST	South Korea	M
Seungyoon	Cho Seungyoon	조승연	승연	1996-08-05	UNIQ	South Korea	M
Seyeon	Park Seyeon	박세연	세연	2001-05-06	Purplebeck	South Korea	F
Seyong	Kim Seyong	김세용	세용	1991-11-20	MYNAME	South Korea	M
Seyoung	Lee Seyoung	이세영	세영	1990-02-08	CROSS GENE	South Korea	M
Seyoung	Ha Seyoung	하세영	세영	1999-02-03	ARTBEAT	South Korea	F
Shana	Nonaka Shana	노나카 샤나	샤나	2003-03-13	Lapillus	Japan	F
Sheon	Kim Suyeon	김수연	션	2003-01-28	Billlie	South Korea	F
Shiho	Kwon Subin	권수빈	시호	2001-08-22	BOTOPASS	South Korea	F
Shihyun	Kim Shihyun	김시현	시현	1998-05-06	We In The Zone	South Korea	M
Shin	Shin Wonho	신원호	신	1991-10-23	CROSS GENE	South Korea	M
Shin	Kim Suhyun	김수현	신	2000-03-18	Ghost9	South Korea	M
Shin Hyesung	Jung Pilkyo	정필교	신혜성	1979-11-27	Shinhwa	South Korea	M
Shindong	Shin Donghee	신동희	신동	1985-09-28	Super Junior	South Korea	M
Shinwon	Go Shinwon	고신원	신원	1995-12-11	PENTAGON	South Korea	M
Shinye	Kam Yerim	감예림	신예	2004-03-07	MAJORS	South Korea	F
Shinyoung	Park Shinyoung	박신영	신영	2000-03-19	G-reyish	South Korea	F
Shita	Chae Gaho	채가호	시타	1998-10-01	JWiiver	Macau	M
Shotaro	Osaki Shotaro	오사키 쇼타로	쇼타로	2000-11-25	NCT	Japan	M
Shownu	Son Hyunwoo	손현우	셔누	1992-06-18	MONSTA X	South Korea	M
Shuhua	Yeh Shuhua	예슈화	슈화	2000-01-06	(G)I-DLE	Taiwan	F
Sian	Choi Changmin	최창민	시안	2001-02-01	T1419	South Korea	M
Sieun	Lee Sieun	이시은	시은	1993-09-19	CHECKMATE	South Korea	F
Sieun	Park Sieun	박시은	시은	2001-08-01	STAYC	South Korea	F
Sieun	Lee Sieun	이시은	시은	2001-05-29	ARTBEAT	South Korea	F
Sihyeon	Kim Sihyeon	김시현	시현	1999-08-05	Everglow	South Korea	F
Sihyeon	Kang Sihyeon	강시현	시현	1998-07-15	ARIAZ	South Korea	F
Sihyeon	Hwang Sihyeon	황시현	시현	2005-03-12	CSR	South Korea	F
Sihyoung	Kim Sihyoung	김시형	시형	1992-05-15	HISTORY	South Korea	M
Sihyun	Park Sihyun	박시현	시현	1986-11-29	SPICA	South Korea	F
Sika	Ren Shika	렌 시카	시카	1995-08-22		China	F
Simyeong	Lee Simyeong	이시명	시명	1999-05-27	BVNDIT	South Korea	F
SinB	Hwang Eunbi	황은비 	신비	1998-06-03	VIVIZ	South Korea	F
Sing	Mak Chun Sing	막준씽	씽	2002-01-11	XODIAC	Hong Kong	M
Sio	Jeong Jiho	정지호	시오	2004-10-06	FIFTY FIFTY	South Korea	F
Sion	Kim Sion	김시온	시온	2004-10-19	YOUNITE	South Korea	M
Sitala	Sitala Wongkrachang	시탈라 웡크라창	시탈라	1996-04-23		Thailand	F
Siu	Hwang Inseok	황인석	시우	1995-05-19	DUSTIN	South Korea	M
Siwan	Yim Siwan	임시완	시완	1988-12-01	ZE:A	South Korea	M
Siwon	Choi Siwon	최시원	시원	1986-04-07	Super Junior	South Korea	M
Siwoo	Yoo Siwoo	유시우	시우	2001-05-11	BXB	South Korea	M
Siwoo	Park Siwoo	박시우	시우	2001-02-05	BLANK2Y	South Korea	M
Siyeon	Lee Siyeon	이시연	시연	1995-10-01	Dreamcatcher	South Korea	F
Siyoon	Kim Siyoon	김시윤	시윤	2005-02-16	Billlie	South Korea	F
Siyoung	Park Siyoung	박시영	시영	2003-05-06	Mirae	South Korea	M
Sodam	Park Sodam	박소담	박소담	2004-11-26	BLANK2Y	South Korea	M
Soeun	Park Soeun	박소은	소은	2002-10-26	Weeekly	South Korea	F
Soeun	Bang Soeun	방소은	소은	2005-12-10	TRI.BE	South Korea	F
Sohee	Kim Sohee	소희	김소희	1995-01-20	Nature	South Korea	F
Sohee	Kim Sohee	김소희	소희	1999-12-31	ALICE	South Korea	F
Sohee	Kim Sohee	김소희	소희	2003-08-14	Rocket Punch	South Korea	F
Sohee	Uhm Sohee	음소희	소희	2004-01-01		South Korea	F
Sohye	Kim Sohye	김소혜	소혜	1999-07-19		South Korea	F
Sohyun	Kwon Sohyun	권소현	소현	1994-08-30	4minute	South Korea	F
Sojin	Park Sojin	박소진	소진	1986-05-21	Girl's Day	South Korea	F
Sojin	Jo Sojin	조소진	소진	1991-10-11	9Muses	South Korea	F
Sojin	Hong Sojin	홍소진	소진	1999-09-24	Hashtag	South Korea	F
Sojung	Lee Sojung	이소정	소정	1993-09-03	Ladies' Code	South Korea	F
Solar	Kim Yongsun	김용선	솔라	1991-02-21	Mamamoo	South Korea	F
Solbin	Ahn Solbin	안솔빈	솔빈	1997-08-19	LABOUM	South Korea	F
Solji	Heo Solji	허솔지	솔지	1989-01-10	EXID	South Korea	F
Somi	Jeon Somi	전소미	소미	2001-03-09		South Korea	F
Somin	Jang Somin	장소민	소민	1993-11-10	BADKIZ	South Korea	F
Somin	Jeon Somin	전소민	소민	1996-08-22	KARD	South Korea	F
Somyi	Ahn Somyi	안솜이	솜이	2000-01-26	DIA	South Korea	F
Song	Song Yunhyeong	송윤형	송	1995-02-08	iKON	South Korea	M
Songhee	Yoon Songhee	윤송희	송희	1998-11-08	BVNDIT	South Korea	F
SongSun	Kim Songsun	김송선	송선	1997-03-22	TRI.BE	South Korea	F
Songyee	Park Songyee	박송이	송이	2004-09-25		South Korea	F
Soobin	Park Soobin	박수빈	수빈	1996-09-14	WJSN	South Korea	F
Soobin	Choi Soobin	최수빈	수빈	2000-12-05	TXT	South Korea	M
Soodam	Lee Soodam	이수담	수담	1999-11-09	SECRET NUMBER	South Korea	F
Soohyun	Shin Soohyun	신수현	수현	1989-03-11	U-KISS	South Korea	M
Soojin	Seo Soojin	서수진	수진	1998-03-09		South Korea	F
Soojin	Lee Soojin	이수진	수진	2001-12-12	Weeekly	South Korea	F
Soojung	Hwang Soojung	황수정	수정	2001-05-10	Hi-L	South Korea	F
Soomin	Kim Soomin	김수민	수민	2007-10-03	tripleS	South Korea	F
Sooyoung	Choi Sooyoung	최수영 	수영 	1990-02-10	SNSD	South Korea	F
Sora	Sakata Sora	사카타 소라	소라	2003-08-30	woo!ah!	Japan	F
Sorn	Chonnasorn Sajakul	촌나손 사짜꾼	손	1996-11-18	CLC	Thailand	F
Soso	Wang Chingyi	왕징이	소소	2001-03-14	GWSN	Taiwan	F
Soul	Haku Shota	하쿠 쇼타	소울	2005-02-01	P1Harmony	Japan	M
Sowon	Kim Sojung	김소정	소원	1995-12-07	Gfriend	South Korea	F
Sowon	Nam Soeun	남소은	소원	2004-12-13	TRACER	South Korea	F
Soyee	Jang Sojin	장소진	소이	1996-11-21	Gugudan	South Korea	F
Soyeon	Jung Soyeon	정소연	소연	1994-05-04	LABOUM	South Korea	F
Soyeon	Park Soyeon	박소연	소연	1987-10-05		South Korea	F
Soyeon	Jeon Soyeon	전소연	소연	1998-08-26	(G)I-DLE	South Korea	F
Soyou	Kang Jihyun	강지현	소유	1992-02-12	SISTAR	South Korea	F
Soyoung	Yoo Soyoung	유소영	소영	1996-03-29		South Korea	F
Soyul	Park Hyekyeong	박혜경	소율	1991-05-15	Crayon Pop	South Korea	F
Sriya	Sriya Lenka	스리야 렌카	스리야	2003-09-15	Blackswan	India	F
St. Van	Lee Geumhyuk	이금혁	세인트 반	1991-12-22	VAV	South Korea	M
Steve	Lim Dohyun	임도현	스티브	2002-03-09	YOUNITE	South Korea	M
Steven	Kim Steven	킴 스티븐	스티븐	2000-01-17	Luminous	South Korea	M
Sua	Kim Bora	김보라	수아	1994-08-10	Dreamcatcher	South Korea	F
Sua	Yang Sua	양수아	수아	1995-03-24	Hashtag	South Korea	F
Sua	Choi Sooah	최수아	수아	2003-02-24	Pixy	South Korea	F
Sua	Yoo Sua	유수아	수아	2005-07-23	CSR	South Korea	F
Subin	Park Subin	박수빈	수빈	1994-02-12	Dal Shabet	South Korea	F
Subin	Jung Subin	정수빈	수빈	1999-04-05	VICTON	South Korea	M
Subin	Oh Subin	오수빈	수빈	1998-09-30	Hashtag	South Korea	F
Suga	Min Yoongi	민윤기	슈가	1993-03-09	BTS	South Korea	M
Sugyeong	Jo Sugyeong	조수경	수경	2000-01-12	Favorite	South Korea	F
Suho	Kim Junmyeon	김준면	수호	1991-05-22	EXO	South Korea	M
Suhye	Kim Suhye	김수혜	수혜	2004-12-13	LIMELIGHT	South Korea	F
Suhyeon	Kim Seunghyun	김승현	수현	1988-04-19	S#aFLA	South Korea	F
Suhyeon	Kim Suhyun	김수현	수현	2000-01-15	Billlie	South Korea	F
Suhyun	Choi Hyunggeun	최형근	수현	1992-10-01	SNUPER	South Korea	M
Suhyun	Yoo Suhyun	유수현	수현	2000-08-15	KELT9b	South Korea	F
Suil	Ma Suil	마수일	수일	1999-03-30	Luminous	South Korea	M
Sujeong	Ryu Sujeong	류수정	수정	1997-11-19	Lovelyz	South Korea	F
Suji	Lee Suji	이수지	수지	1998-03-20	UNI.T	South Korea	F
Sujin	Bang Sujin	방수진	수진	1996-06-26	Wassup	South Korea	F
Sukjun	Lee Sukjun	이석준	석준	2000-01-31	ABLUE	South Korea	M
Sulli†	Choi Jinri	최진리	설리	1994-03-29		South Korea	F
Sullyoon	Seol Yoona	설윤아	설윤	2004-01-26	NMIXX	South Korea	F
Sumin	Ji Sumin	지수민	수민	1994-03-03	Sonamoo	South Korea	F
Sumin	Park Sumin	박수민	수민	2001-09-09	Dreamnote	South Korea	F
Sumin	Bae Sumin	배수민	수민	2001-03-13	STAYC	South Korea	F
Sumin	Choi Sumin	최수민	수민	2004-04-07	xikers	South Korea	M
Sun J	Jeon Heesun	전희선	썬제이	2001-02-13	Girlkind	South Korea	F
Sungah	Son Sungah	손성아	성아	1989-07-08	9Muses	South Korea	F
Sungchan	Jung Sungchan	정성찬	성찬	2001-09-13	NCT	South Korea	M
Sungho	Park Sungho	박성호	성호	2003-09-04	BOYNEXTDOOR	South Korea	M
Sunghoon	Park Sunghoon	박성훈	성훈	2002-12-08	ENHYPEN	South Korea	M
Sunghyuk	Seo Sunghyuk	서성혁	성혁	1999-08-26		South Korea	M
Sunghyun	Kim Sunghyun	김성현	성현	1996-03-16	IN2IT	South Korea	M
Sungjae	Yook Sungjae	육성재	성재	1995-05-02	BtoB	South Korea	M
Sungjin	Park Sungjin	박성진	성진	1993-01-16	DAY6	South Korea	M
Sungjong	Lee Sungjong	이성종	성종	1993-09-03	Infinite	South Korea	M
Sungjoo	Kim Sungjoo	김성주	성주	1994-02-16	UNIQ	South Korea	M
Sungjun	Park Sungjun	박성준	성준	1992-12-17	Boys Republic	South Korea	M
Sungjun	Lee Sungjun	이성준	성준	2002-06-15	BLANK2Y	South Korea	M
Sungjun	Oh Sungjun	오성준	성준	2005-08-30	TNX	South Korea	M
Sungkyu	Kim Sungkyu	김성규	성규	1989-04-28	Infinite	South Korea	M
Sungmin	Lee Sungmin	이성민	성민	1986-01-01	Super Junior	South Korea	M
Sungmin	Oh Sungmin	오성민	성민	1990-12-31	Bigflo	South Korea	M
Sungoh	Yoo Sungoh	유성오	성오	1991-01-08		South Korea	M
Sungwoon	Ha Sungwoon	하성운	성운	1994-03-22	Wanna One	South Korea	M
Sungyeol	Lee Sungyeol	이성열	성열	1991-08-27	Infinite	South Korea	M
Sungyeon	Bae Sungyeon	배성연	성연	1999-05-25	Pristin	USA	F
Sunhwa	Han Sunhwa	한선화	선화	1990-10-06		South Korea	F
Sunmi	Lee Sunmi	이선미	선미	1992-05-02	Wonder Girls	South Korea	F
Sunn	Hwang Jiwon	황지원	선	2000-02-07		South Korea	F
Sunny	Lee Sunkyu	이순규 	써니	1989-05-15	SNSD	South Korea	F
Sunoo	Kim Sunwoo	김선우	선우	2003-06-24	ENHYPEN	South Korea	M
Sunshine	Kim Minjung	김민정	선샤인	2002-06-20	NATURE	South Korea	F
Sunwoo	Choi Sunwoo	최선우	선우	1992-03-12	Boys Republic	South Korea	M
Sunwoo	Kim Sunwoo	김선우	선우	2000-04-12	The Boyz	South Korea	M
Sunyoul	Seon Yein	선예인	선율	1996-11-06	UP10TION	South Korea	M
Suri	Kang Suri	강수리	수리	1994-10-11	CHECKMATE	South Korea	F
Surin	Kim Surin	김수린	수린	1991-12-27	Two X	South Korea	F
Suwoong	Lee Suwoong	이수웅	수웅	1995-01-20	Boys Republic	South Korea	M
Suyeon	Ji Suyeon	지수연	수연	1997-04-20	Weki Meki	South Korea	F
Suyun	Kim Suyun	김수윤	수윤	2001-03-17	Rocket Punch	South Korea	F
Suzy	Bae Suji	배수지	수지	1994-10-10	miss A	South Korea	F
Suzy	Kim Suji	김수지	수지	2001-06-03	MAJORS	South Korea	F
Swan	Kim Suan	김수안	수안	2000-12-28	CRAXY	South Korea	F
Swan	Park Soojin	박수진	수안	2003-07-11	Purple Kiss	South Korea	F
Sya	Lee Junyoung	이준영	샤	2002-09-09	BLITZERS	South Korea	M
T.O.P	Choi Seunghyun	최승현	탑	1987-11-04	BIGBANG	South Korea	M
Taecyeon	Ok Taecyeon	옥택연	택연	1988-12-27	2PM	South Korea	M
Taedong	Kim Taedong	김태동	태동	1997-11-07	OMEGA X	South Korea	M
Taeeun	Moon Taeeun	문태은	태은	2000-02-09	IM	South Korea	M
Taeha	Yoo Taeha	유태하	태하	1995-10-05		South Korea	F
Taeha	Kim Taeha	김태하	태하	1998-06-03		South Korea	F
Taeheon	Kim Taeheon	김태헌	태헌	1989-06-18	ZE:A	South Korea	M
Taehun	Lee Taehoon	이태훈	태훈	2000-03-21	NINE.i	South Korea	M
Taehun	Choi Taehun	최태훈	태훈	2002-11-19	TNX	South Korea	M
Taehwan	Lee Taehwan	태환	이태환	1994-01-15	VANNER	South Korea	M
Taehyun	Nam Taehyun	남태현	태현	1994-05-10		South Korea	M
Taehyun	Noh Taehyun	노태현	태현	1993-10-15	HOTSHOT	South Korea	M
Taehyun	Kang Taehyun	강태현	태현	2002-02-05	TXT	South Korea	M
Taeil	Lee Taeil	이태일	태일	1990-09-24	Block B	South Korea	M
Taeil	Moon Taeil	문태일	태일	1994-06-14	NCT	South Korea	M
Taekhyeon	Jung Taekhyeon	정택현	택현	2003-07-28	1the9	South Korea	M
Taemin	Lee Taemin	이태민	태민	1993-07-18	SHINee	South Korea	M
Taera	Lee Yujin	이유진	태라	1994-04-12	Gate9	South Korea	F
Taerae	Kim Taerae	김태래	태래	2002-09-05	TEMPEST	South Korea	M
Taerae	Kim Taerae	김태래	태래	2002-07-14	ZEROBASEONE	South Korea	M
Taeryeong	Lim Jeongmin	임정민	태령	2000-12-27	LUNARSOLAR	South Korea	F
Taesan	Han Dongmin	한동민	태산	2004-08-10	BOYNEXTDOOR	South Korea	M
Taeseon	Yang Taeseon	양태선	태선	2000-09-17	TRCNG	South Korea	M
Taesung	Lee Taesung	이태승	태승	2003-12-19		South Korea	M
Taewoong	Yoo Taewoong	유태웅	태웅	1994-05-24	SNUPER	South Korea	M
Taeyang	Dong Youngbae	동영배	태양	1988-05-18	BIGBANG	South Korea	M
Taeyang	Yoo Taeyang	유태양	태양	1997-02-28	SF9	South Korea	M
Taeyeon	Kim Taeyeon	김태연	태연	1989-03-09	SNSD	South Korea	F
Taeyong	Lee Taeyong	이태용	태용	1995-07-01	NCT	South Korea	M
Taeyoung	Kim Taeyoung	김태영	태영	2003-01-27	CRAVITY	South Korea	M
Taeyoung	Kim Taeyoung	김태영	태영	1999-06-18	7 O'clock	South Korea	M
TAG	Son Youngtaek	손영택	태그	1998-04-13	Golden Child	South Korea	M
TAG	Yeom Taekyun	염태균	태그	2002-09-30	Ciipher	South Korea	M
Takuya	Terada Takuya	테라다 타쿠야	타쿠야	1992-03-18	CROSS GENE	Japan	M
Tan	Choi Seokwon	최석원	탄	1996-08-25	Ciipher	South Korea	M
Tao	Hwang Zitao	황자도	타오	1993-05-02		China	M
Taro	Choi Wonjin	최원진	타로	1994-11-09	Hot Blood Youth	South Korea	M
Ten	Chittaphon Leechaiyapornkul	칫따폰 리차이야뽄꾼	텐	1996-02-27	NCT	Thailand	M
Teo	Jang Sungsik	장성식	테오	1997-10-22	DKB	South Korea	M
Terry	Han Dasom	한다솜	테리	1998-02-02		South Korea	F
Thanatorn	Thanathorn Rueangsuwan	타나톤 루앙수완	타나톤	2005-04-05	The Wind	South Korea	M
The8	Xu Minghao	쉬밍하오	디에잇	1997-11-07	Seventeen	China	M
Theo	Choi Taeyang	최태양	태오	2001-07-01	P1Harmony	South Korea	M
Thunder	Park Sanghyun	박상현	천둥	1990-10-07		South Korea	M
Tiffany	Hwang Miyoung	황미영	티파니	1989-08-01	SNSD	South Korea	F
Timoteo	Kim Moongyu	김문규	티모테오	1993-01-25	HOTSHOT	South Korea	M
Tina	Christine Joy Park	크리스틴 조이 박	티나	1994-09-01	Blady	USA	F
Tsuki	Fukutomi Tsuki	후쿠토미 츠키	츠키	2002-09-21	Billlie	Japan	F
Tzuyu	Chou Tzuyu	저우쯔위	쯔위	1999-06-14	Twice	Taiwan	F
U	Mizuguchi Yuto	미즈구치 유토	유	1999-03-16	ONF	Japan	M
U	Sun Hengyu	쑨헝위	유	2001-06-22	BLANK2Y	China	M
U-Know Yunho	Jung Yunho	정윤호	유노윤호	1986-02-06	TVXQ	South Korea	M
U-Kwon	Kim Yukwon	김유권	유권	1992-04-09	Block B	South Korea	M
U-Si	Yoo Jiyeon	윤지연	유시	1997-11-13	BADKIZ	South Korea	F
Uchae	Yu Hyejun	유혜준	유채	2002-05-07	NATURE	South Korea	F
Uee	Kim Yujin	김유진	유이	1988-04-09		South Korea	F
Uji	Jang Yuji	정유지	유지	1991-01-02		South Korea	F
Umji	Kim Yewon	김예원	엄지	1998-08-19	VIVIZ	South Korea	F
V	Kim Taehyung	김태형	뷔	1995-12-30	BTS	South Korea	M
Vahn	Kim Jungwoo	김정우	반	1999-05-07	NINE.i	South Korea	M
Vari	Jae Hyun	재현	베리	2000-09-03	NINE.i	South Korea	M
Vernon	Choi Hansol	최한솔	버논	1998-02-18	Seventeen	USA	M
Via	Kim Via	김비아	비아	2000-08-17	FANATICS	South Korea	F
Victoria	Song Qian	송치엔	빅토리아	1987-02-02	f(x)	China	F
Viki	Kang Eunhye	강은혜	비키	1988-03-28		South Korea	F
Vita	Kim Jimin	김지민	비타	2000-02-03	MAJORS	South Korea	F
Vivi	Wong Viian	황가희	비비	1996-12-09	Loossemble	Hong Kong	F
Vivian	Park Sunghee	박성희	비비안	1998-12-08	Gate9	South Korea	F
Wain	Park Sehoon	박세훈	웨인	2000-10-25	XODIAC	South Korea	M
Way	Heo Minsun	허민선	웨이	1990-07-12	Crayon Pop	South Korea	F
Wei	Lee Jinhyuk	이진혁	웨이	1996-07-08		South Korea	M
Wendy	Son Seunghwan	손승완	웬디	1994-02-21	Red Velvet	South Korea	F
Wenhan	Li Wenhan	리원한	원한	1994-07-22	UNIQ	China	M
Wheein	Jung Wheein	정휘인	휘인	1995-04-17	Mamamoo	South Korea	F
Win	Bang Junhyuk	방준혁	윈	2004-12-19	MCND	South Korea	M
Windy	Park Jinju	박진주	윈디	2000-02-23	Girls' World	South Korea	F
WinL	Yang Seungho	양승호	윈엘	1996-06-16	ABLUE	South Korea	M
Winnie	Pattipong Kasemsant	파티퐁 카셈산트	위니	1998-11-18	NINE.i	Thailand	M
Winter	Kim Minjung	김민정	윈터	2001-01-01	aespa	South Korea	F
Winwin	Dong Sicheng	뚱쓰청	윈윈	1997-10-28	NCT	China	M
Wish	Kwak Dawit	곽다윗	위시	2002-06-11	EPEX	South Korea	M
Won	Park Sungwon	박성원	성원	2003-12-18	Ciipher	South Korea	M
Won Bin	Won Bin	원빈	원빈	2004-07-01	ATBO	South Korea	M
Won Hyuk	Won Hyuk	원혁	원혁	2002-02-22	E'LAST	South Korea	M
Wonchae	Hwang Chaewon	황채원	원채	2002-12-22	Queenz Eye	South Korea	F
Woncheol	Jung Woncheol	정원철	원철	1996-01-12	MY.st	South Korea	M
Wondae	Seol Wondae	설원대	원대	1998-04-28	Dongkiz	South Korea	M
Wonho	Shin Hoseok	신호석	원호	1993-03-01		South Korea	M
Wonjin	Won Jin	원진	원진	2003-01-01	GIDONGDAE	South Korea	M
Wonjin	Ham Wonjin	함원진	원진	2001-03-22	CRAVITY	South Korea	M
Wonjun	Lee Wonjun	이원준	원준	2002-03-08	E'LAST	South Korea	M
Wonjun	Jeong Wonjun	정원준	원준	1998-07-21	ABLUE	South Korea	M
Wonpil	Kim Wonpil	김원필	원필	1994-04-28	DAY6	South Korea	M
Wontak	Ju Wontak	주원탁	원탁	1996-02-24		South Korea	M
Wonwoo	Jeon Wonwoo	전원우	원우	1996-07-17	Seventeen	South Korea	M
Wony	Ahn Seungwon	안승원	워니	2004-10-04	We;Na	South Korea	F
Wonyoung	Jang Wonyoung	장원영	원영	2004-08-31	IVE	South Korea	F
Woo-ah	Kim Chaewon	김채원	우아	1997-06-20	CRAXY	South Korea	F
Woobin	Seo Woobin	서우빈	우빈	2000-10-16	CRAVITY	South Korea	M
Woobin	Jeong Woobin	정우빈	우빈	2000-04-01	Luminous	South Korea	M
Woochul	Shin Woochul	신우철	우철	2002-10-02	Newkidd	South Korea	M
Woodam	Park Woodam	박우담	우담	1995-08-02	D1CE	South Korea	M
Woohee	Bae Woohee	배우희	우희	1991-11-21	Dal Shabet	South Korea	F
Woohyun	Nam Woohyun	남우현	우현	1991-02-08	Infinite	South Korea	M
Woojin	Park Woojin	박우진	우진	1999-11-02	AB6IX	South Korea	M
Woojin	Lee Woojin	이우진	우진	2003-04-03	TheEastLight	South Korea	M
Woojin	Kim Woojin	김우진	우진	1997-04-08		South Korea	M
Woojin	Lee Woojin	이우진	우진	2003-04-07	Ghost9	South Korea	M
Woojin	Lee Woojin	이우진	우진	1996-11-22	MY.st	South Korea	M
Woojoo	Kim Woojoo	김우주	우주	1996-08-12	Wassup	South Korea	F
Woojoo	Kim Sangyoon	김상윤	우주	1996-09-18	14U	South Korea	M
Wooju	Cho Wooju	조우주	우주	2004-01-21	BLITZERS	South Korea	M
Woolim	Hwang Woolim	황우림	우림	1996-08-29	Playback	South Korea	F
Woonggi	Cha Woonggi	차웅기	웅기	2002-04-23	TOO	South Korea	M
Woonhak	Kim Woonhak	김운학	운학	2006-11-29	BOYNEXTDOOR	South Korea	M
Woono	Song Wonho	홍원호	우노	2003-04-05	YOUNITE	South Korea	M
Woori	Go Woori	고우리	우리	1988-02-22	Rainbow	South Korea	F
Wooseok	Jeong Wooseok	정우석	우석	1998-01-31	PENTAGON	South Korea	M
Wooshin	Kim Wooseok	김우석	우신	1996-10-27		South Korea	M
Woosu	Kim Minseok	김민석	우수	1999-11-23	IZ	South Korea	M
Woosung	Choi Sunghyuk	최성혁	우성	1994-09-24	SNUPER	South Korea	M
Wooyeon	Park Jinkyung	박진경	우연	2003-02-11	woo!ah!	South Korea	F
Wooyeop	Jo Wooyeop	조우엽	우엽	2000-09-27	TRCNG	South Korea	M
Wooyoung	Jang Wooyoung	장우영	우영	1989-04-30	2PM	South Korea	M
Wooyoung	Jung Wooyoung	정우영	우영	1999-11-26	ATEEZ	South Korea	M
Wooyoung	Hwang Wooyoung	황우영	우영	2003-06-29	AIMERS	South Korea	M
Woozi	Lee Jihoon	이지훈	우지	1996-11-22	Seventeen	South Korea	M
Wow	Kim Seyoon	김세윤	와우	1993-02-28	A.C.E	South Korea	M
Wyatt	Shim Jaeyoung	심재영	와이엇	1995-01-23	ONF	South Korea	M
Xeheun	Lee Seheun	이세흔	세흔	1999-07-11	Girlkind	South Korea	F
XEN	Lee Jinwoo	이진우	젠	1998-02-20	OMEGA X	South Korea	M
Xero	Shin Jiho	신지호	제로	1994-02-03	Topp Dogg	South Korea	M
Xia Junsu	Kim Junsu	김준수	시아 준수	1986-12-15	JYJ	South Korea	M
Xiao	Lee Dongyeol	이동열	샤오	1998-12-13	UP10TION	South Korea	M
XiaoTing	Shen Xiao Ting	션샤오팅	샤오팅	1999-11-12	Kep1er	China	F
Xin	Wang Xinwi	왕씬위	씬	1996-11-10	VARSITY	China	M
Xion	Son Dongju	손동주	시온	2000-01-10	Oneus	South Korea	M
Xiumin	Kim Minseok	김민석	시우민	1990-03-26	EXO	South Korea	M
Xiweol	Kang Minseok	강민석	시월	1996-10-21	VARSITY	South Korea	M
Xiyeon	Park Junghyun	박정현	시연	2000-11-14	Pristin	South Korea	F
Xuanyi	Wu Xuanyi	우쉬안이	선의	1995-01-26		China	F
Y	Choi Sungyoon	최성윤	와이	1995-07-31	Golden Child	South Korea	M
Yan An	Yan An	옌안	옌안	1996-10-25	PENTAGON	China	M
Yano	Seo Sangwon	서상원	야노	1995-09-27	Topp Dogg	South Korea	M
Yeah	Kim Haeun	김하은	예아	1999-10-09		South Korea	F
Yebin	Baek Yebin	백예빈	예빈	1997-07-13	DIA	South Korea	F
Yebin	Kim Yebin	김예빈	예빈	2004-11-01	HOT ISSUE	South Korea	F
Yechan	Shin Yechan	신예찬	예찬	2001-05-14	OMEGA X	South Korea	M
Yechan	Kim Yechan	김예찬	예찬	1995-11-26	Pink Fantasy	South Korea	F
Yechan	Jeong Yechan	정예찬	예찬	2005-10-27	TRENDZ	South Korea	M
Yechan	Lee Yechan	이예찬	예찬	2005-10-21	xikers	South Korea	M
Yedam	Bang Yedam	방예담	예담	2002-05-07	Treasure	South Korea	M
YeeEun	Jang Yeeun	장예은	예은	1998-08-10	CLC	South Korea	F
Yeeun	Hwang Yeeun	황예은	예은	1997-01-12	Blady	South Korea	F
Yeham	Gu Yeham	구예함	예함	2005-10-07	CSR	South Korea	F
Yehana	Kim Yewon	김예원	예하나	1999-02-22	Pristin	South Korea	F
Yehyeon	Kim Yehyeon	김예현	예현	1999-09-12	GIDONGDAE	South Korea	M
Yein	Jeong Yein	정예인	예인	1998-06-04	Lovelyz	South Korea	F
Yein	Ahn Yein	안예인	예인	1995-05-04	MELODYDAY	South Korea	F
Yeji	Hwang Yeji	황예지	예지	2000-05-26	ITZY	South Korea	F
